"","hgnc_symbol","K562_Amit_PR"
"2145","CCDC47",0.857090365897371
"2146","MED31",0.50243047993418
"2147","DRG2",0.432736339443199
"2148","FTSJ3",0.568540886370531
"2149","AKAP10",0.251360064902374
"2151","SMARCD2",1.42269346520871
"2152","ICAM2",1.0935229271672
"2153","SYNGR2",0.964882470296346
"2154","B9D1",0.629550448820774
"2155","UTP6",2.69437355048169
"2156","DDX5",0.788379535476895
"2157","CYTH1",0.265959372310722
"2159","LGALS3BP",0.494368836981056
"2160","PEX12",0.213085739011877
"2161","DHX58",0.0976410354180512
"2162","NAGLU",0.120694460347357
"2163","HSD17B1",2.25998973931966
"2164","MLX",0.340467036765021
"2168","PPP1R9B",0.281639785183171
"2170","MRPL27",1.77167321676155
"2172","LRRC59",1.12258250847941
"2175","HDAC5",0.402076964870033
"2178","SMURF2",0.254917701867694
"2179","DUSP3",0.13234795184076
"2182","PRKAR1A",2.37219572177523
"2183","YWHAE",2.24274962208225
"2184","MMD",0.214211332334604
"2186","DHRS7B",1.34627112672125
"2187","WSB1",1.77564435387136
"2188","SLC9A3R1",0.967661081419028
"2189","NAT9",0.813240926979356
"2190","TMEM104",0.403331968764667
"2191","TNFAIP1",0.780372488093729
"2192","IFT20",1.73212534608099
"2193","TMEM97",0.745769582112499
"2194","CDR2L",0.215007585882823
"2195","PMP22",0.376387925289337
"2196","SUPT6H",0.241514608216397
"2198","PHF12",0.121273338986633
"2199","TMEM33",1.00621033646991
"2200","SLAIN2",0.595971143112728
"2201","OCIAD1",2.7142670682468
"2202","DCUN1D4",0.684539895382782
"2203","USP46",0.353611460681206
"2204","CHIC2",0.718026393775639
"2205","NMU",9.43005880161567
"2206","LAMTOR3",2.16538325445574
"2207","NFKB1",1.26483761641482
"2208","AREG",0.210228527753923
"2209","UBE2D3",1.73736022067175
"2210","ZNF330",2.54530681110528
"2211","KLHL2",0.946065991679598
"2212","RPL34",5.24062737647454
"2214","GRPEL1",0.912309255988943
"2215","GAR1",0.605508684335943
"2216","FRG1",3.8661052833907
"2217","CLCN3",2.77612956687586
"2219","GALNT7",0.819924181732031
"2220","DHX15",1.14927094552017
"2221","SEPSECS",0.454014190355991
"2224","NEIL3",0.540129491371998
"2225","TBC1D19",1.06079467229749
"2226","NSD2",0.880682709416958
"2227","NKX3-2",0.1562928010883
"2228","MFSD10",0.634506718592258
"2229","RAPGEF2",0.595053167055041
"2230","SNX25",1.89023692013793
"2231","LRP2BP",0.053884397085194
"2232","UFSP2",0.974844408040532
"2233","KLF3",0.15088018402653
"2234","KLHL5",1.18078037146165
"2235","NCAPG",1.78197662679954
"2236","UGDH",0.56338108836155
"2238","HTATIP2",3.20898369162615
"2239","CTSC",0.700171297574097
"2240","CCDC34",2.6042147000376
"2241","ELP4",1.97260603203965
"2242","ZPR1",1.31277177948389
"2243","MTCH2",2.79257954301411
"2245","SC5D",1.52394050606486
"2246","B3GAT1",0.0895641504828142
"2248","VWA5A",1.53107037066117
"2249","SIAE",0.383426212268893
"2250","SNX15",1.28473190419224
"2251","LPXN",0.166006980858531
"2253","ATG2A",0.0875885114020641
"2254","EHD1",0.347800362572388
"2255","OSBP",0.165808945030591
"2256","UNC93B1",0.119327018027351
"2257","PUS3",0.37821093179545
"2258","DCPS",0.976217355855131
"2259","KMT5B",0.37682054766674
"2260","FOXRED1",0.688605113934796
"2261","PPP6R3",0.764525746123315
"2262","MS4A4A",1.45219374685511
"2263","ST3GAL4",0.851460357322204
"2264","CPT1A",0.452597920486963
"2265","CCND1",0.10714618484619
"2266","CCDC86",0.761186825915326
"2267","PRPF19",1.59583884895588
"2268","TMEM109",0.683625828320294
"2269","TRIM3",0.200036845805929
"2270","CHORDC1",1.27822370515264
"2273","PANX1",1.015923456373
"2274","CEP164",0.620258492293232
"2275","RNF141",1.23697882171786
"2278","IL10RA",0.258103619231471
"2279","BIRC2",1.09638158953868
"2280","UBE4A",0.527107412362797
"2281","DDX6",0.284956836413655
"2282","CBL",0.181779812342096
"2283","HIPK3",1.16819499384138
"2284","FBXO3",1.11972269548337
"2285","PDHX",2.04174772549862
"2288","MDK",0.789583081731784
"2290","CARS1",0.750407813380761
"2292","CD81",1.60771727337555
"2293","SLC35F2",1.08824199125514
"2294","C11orf21",0.113442798612213
"2295","C11orf58",5.99665399185566
"2297","RPS13",2.28881461505728
"2298","AIP",4.03769614601925
"2299","NDUFS8",1.75300009108397
"2300","CHKA",0.32455095220398
"2301","EXPH5",0.0678118270140115
"2302","HPS5",0.527433730657947
"2303","GTF2H1",0.688101038568824
"2304","PSMD9",2.62089290152666
"2306","CD69",0.0510015892873465
"2307","PRDM4",0.156761224587102
"2308","CLEC2B",0.620007419036048
"2309","SELPLG",0.411433274925591
"2310","CORO1C",0.545212713987564
"2312","CAPRIN2",0.12975817256432
"2313","KCTD10",0.119209795644485
"2314","SLC11A2",0.236407095832996
"2315","MLEC",1.63032505815366
"2316","MVK",0.416113561035885
"2317","CSRNP2",0.100647204425909
"2318","CAMKK2",0.2736348560682
"2319","IL23A",0.431775143369936
"2320","ATP5F1B",4.48629156263415
"2321","PTGES3",0.937478991882506
"2322","SYT10",0.129875727388981
"2323","BCL7A",0.262044923198305
"2324","RSRC2",0.34343347678679
"2325","KRT18",2.42586180302487
"2328","PPM1H",0.375398677774519
"2329","METAP2",4.0501163243123
"2330","LTA4H",2.63417069997471
"2331","ELK3",0.170055025877911
"2332","WNT5B",0.955935949951459
"2333","MAGOHB",0.946455754903809
"2334","ITFG2",0.352791411105304
"2335","FOXM1",0.11729393454951
"2336","PARP11",0.148541337257785
"2337","ARPC3",2.9928860571647
"2338","GPN3",3.34853267314052
"2339","VPS29",2.93460111169926
"2340","RAD51AP1",1.02233628688231
"2341","SH2B3",0.196613877800676
"2343","DUSP16",0.203529286276549
"2344","CREBL2",0.533276852582396
"2345","CDKN1B",0.317942741170434
"2346","NAA25",0.561468074727606
"2350","CDK2AP1",1.52199636818386
"2352","ARHGDIB",1.20230485503796
"2353","GTF2H3",1.25810923918524
"2354","EIF2B1",1.19091298183722
"2355","DDX55",0.528464033709075
"2356","SLC38A1",0.318794115895857
"2357","SPRING1",1.12975185083217
"2358","VDR",0.102183908943314
"2360","RFC5",0.62582045406904
"2361","COPZ1",0.989481787758534
"2363","CAND1",1.62084224087777
"2364","RAB5B",0.277981579285999
"2365","CNOT2",1.31145547621988
"2366","TIMELESS",0.951865728343917
"2367","CPSF6",1.44378242221672
"2368","KRR1",1.3497128213976
"2369","GAPDH",5.79526796123726
"2370","NOP2",0.217331272751125
"2372","UHRF1BP1L",0.406315162215882
"2373","COPS7A",0.980758979780539
"2374","ING4",0.32566521230992
"2376","CDCA3",0.347195527252198
"2377","CHPT1",1.50192422165583
"2378","USP5",2.92464321875419
"2380","SPSB2",0.1337155007392
"2382","PTPN6",0.258046058391397
"2383","LPCAT3",0.294212337905208
"2385","SUDS3",0.662929635022021
"2386","GOLT1B",1.03312604611266
"2387","LDHB",14.2263873290814
"2388","PRKAB1",0.514548370150481
"2389","CMAS",1.97629642694255
"2390","HCFC2",0.72848639081754
"2391","RAB35",0.594581560462859
"2392","PHC1",0.103583530610593
"2393","RIC8B",0.449912485356448
"2394","SRSF9",3.14807812182241
"2395","FGFR1OP2",2.35454191864015
"2398","TDP2",0.384597220984969
"2399","RWDD1",1.57373828521295
"2400","TMEM14C",4.47723283640603
"2401","PAK1IP1",1.73206635857009
"2403","CEP85L",0.243104956867944
"2404","ADTRP",0.662334999400852
"2405","ASF1A",0.924060282778281
"2406","MCM9",0.274479884067643
"2407","FAM184A",0.288036402990297
"2408","RNGTT",0.604254635216121
"2409","SERINC1",1.39082338926326
"2410","HDDC2",2.01547347913826
"2411","TPD52L1",5.3472268513516
"2412","HINT3",1.03025266392728
"2413","NCOA7",0.431437301745185
"2416","FBXO5",0.213400032304324
"2417","MTRF1L",0.30554125861377
"2418","PPARD",0.158362779160682
"2419","FANCE",0.429017061652398
"2420","MAPK14",0.795300064192653
"2421","RHAG",2.29248929557823
"2422","KCTD20",0.96747909504567
"2423","STK38",0.367482811037738
"2424","SRSF3",2.84044091984385
"2425","MRPL18",5.09889864902393
"2426","MCM3",0.842548833991174
"2427","RNF8",0.702922344878346
"2428","PHACTR1",0.357925264246375
"2430","CILK1",0.163986773944006
"2431","FBXO9",0.850900402352515
"2432","CD83",0.598427384450114
"2433","MDN1",0.799313312209949
"2434","SAYSD1",0.303775356716326
"2437","TREML2",0.0986377572212676
"2438","ZNF451",0.523452520163582
"2439","BAG2",0.156297952810624
"2440","RAB23",0.448228973064063
"2441","GPR63",0.126686446029295
"2442","FBXL4",0.32051849152135
"2443","CCNC",2.02638602738041
"2444","E2F3",0.180149113787393
"2445","ASCC3",0.955943338611058
"2446","MED23",0.412902037610244
"2447","WASF1",0.189722057913873
"2448","ALDH5A1",0.452281425789428
"2449","ACOT13",2.88352680984917
"2450","RPS12",2.87586985805972
"2451","C6orf62",0.420376171201449
"2452","GMNN",1.50081518800807
"2454","SNX3",2.60969825079066
"2455","HBS1L",1.4455268299525
"2456","TRIM38",0.117382503686079
"2457","PEX7",0.967005136832856
"2460","HECA",0.216457782734379
"2462","PHACTR2",0.841613586742348
"2463","SLC39A7",1.57938748282545
"2464","PHF1",0.230197913139253
"2465","QKI",1.10365521068415
"2467","TFEB",0.147764662932651
"2468","SMOC2",0.145406593397734
"2470","BYSL",0.311082428268527
"2471","TBP",0.401566455551451
"2473","BICRAL",0.058010160307717
"2474","PPP2R5D",0.648875648932777
"2477","SRF",0.265372939842488
"2478","CUL9",0.148954668224311
"2479","DNPH1",1.06375094055175
"2480","DUSP22",0.613415928826766
"2481","COX7A2",9.31176764820871
"2482","TMEM30A",1.39237011133686
"2483","GMDS",0.587064989610225
"2484","SENP6",0.706769726365914
"2485","VEGFA",0.879625592320101
"2486","PRPF4B",0.456166527242724
"2488","SLC29A1",0.877920451962694
"2489","BTN2A1",0.401522083090205
"2490","TENT5A",0.104790011261462
"2491","PRSS16",0.30643388987699
"2492","ERBIN",0.61369293249577
"2493","NUDT12",0.679488130986528
"2494","CEP72",0.348547164497214
"2495","MAN2A1",0.691418802850942
"2496","TENT4A",0.13617648385898
"2497","HMGCS1",0.800637831969041
"2498","DAP",0.0335183346865578
"2499","BRD8",0.296751223574955
"2500","KIF20A",0.561723205353624
"2501","NNT",1.27752638498858
"2502","MRPS30",1.20905216149816
"2503","HSPA9",2.19235245129682
"2504","MRPS27",1.34911746056621
"2505","PFDN1",1.56389373165768
"2508","TMCO6",0.190887096563296
"2509","IK",1.62160786823644
"2511","CERT1",0.311761776125977
"2512","FAF2",0.441272052851285
"2513","CLK4",0.358964068821318
"2514","THG1L",1.46492455012478
"2516","CLINT1",1.07263773742578
"2517","CNOT6",0.194584067558446
"2518","TTC1",3.80339877705528
"2519","MSH3",0.945459365768504
"2520","CCNG1",2.13002899843791
"2521","POLR3G",1.41565491009577
"2522","DROSHA",0.211143258226944
"2523","LMNB1",3.33800062265411
"2524","ARRDC3",0.116876235050337
"2525","GOLPH3",0.627429578313291
"2526","SUB1",5.49276030588302
"2528","TARS1",5.26656724669562
"2530","BRIX1",2.05561678370572
"2531","SLC12A7",0.154041171604247
"2533","GNPDA1",0.889191664053015
"2534","NUP155",0.823923045547528
"2535","NR3C1",0.514602884629356
"2536","C5orf15",0.26280610892998
"2537","PPWD1",1.49649421428755
"2538","LIFR",0.424317964632203
"2539","TRIM23",0.38404721215842
"2540","SEC24A",0.329105928411355
"2541","TXNDC15",1.84312174833202
"2542","TTC33",0.866570946115953
"2543","RARS1",4.6633455450743
"2545","MACROH2A1",2.36867359825012
"2546","TCERG1",1.65278610389897
"2547","SMAD5",1.15730025252439
"2548","HMGXB3",0.388785421934247
"2549","ERGIC1",0.953970473035074
"2550","BNIP1",1.24613413071829
"2551","STC2",0.0630278334732248
"2552","CPEB4",0.224832626345153
"2554","ZNF346",0.33718221554293
"2556","SELENOK",2.231705779107
"2557","ACTR8",0.892401722301122
"2558","TIMMDC1",3.67009397099564
"2559","CRBN",1.64119613962968
"2560","BCL6",0.0745247522315366
"2562","NIT2",3.04557065339889
"2563","FAM162A",5.09695869936253
"2565","KPNA1",0.395419982885509
"2566","PCCB",5.12236077934763
"2567","UBE3A",1.28020650076749
"2569","CEP70",2.06832046305376
"2570","SLC25A36",0.402819406272828
"2571","RNF7",2.39037254229504
"2573","KAT2B",0.468638867274888
"2576","PRKAR2A",1.55006192580664
"2577","HES1",0.129251156926199
"2578","USP4",0.441767657605176
"2579","ACAP2",1.9587283534294
"2580","ECT2",0.936057021910978
"2581","GNAI2",2.18744172413301
"2582","TFG",0.792096223312898
"2583","HYAL1",0.0828799656350459
"2585","RPL24",7.29798240089154
"2586","FXR1",4.10785085379591
"2587","CBLB",0.395314991305787
"2588","BBX",0.403807363505614
"2589","IFT57",2.60826285121481
"2590","GNB4",0.890867975710225
"2591","IQCG",0.230958342350204
"2593","NCBP2",0.572930787022588
"2594","SNX4",1.35098542529766
"2595","C3orf52",0.710411265406472
"2596","SLC41A3",1.43222394648799
"2597","PLXNA1",0.436040358210581
"2598","ATP6V1A",2.93118325672907
"2600","PODXL2",1.12306360118133
"2601","CSPG5",0.100946715580329
"2602","KLHL18",0.508184808566006
"2603","SCAP",0.388985300857411
"2604","MRPL3",2.12467939226351
"2606","HEMK1",0.512784629303042
"2607","CISH",0.0312505369633846
"2608","MAPKAPK3",1.15919085663338
"2609","ACVR2B",0.320324123504021
"2610","WDR48",0.612772750670036
"2611","COMMD2",1.37261078382541
"2612","GORASP1",0.467463177886611
"2613","RRP9",1.90256875621598
"2614","ABCC5",0.489927176836217
"2615","EIF1B",0.416493075937237
"2616","KLHL24",0.678692381019641
"2617","SSR3",1.01966091427319
"2618","ZBTB47",0.051549042366496
"2620","NKTR",0.459473048309837
"2621","CLCN2",0.0943416273408233
"2622","EIF4G1",1.11287144457413
"2623","SPCS1",3.7954341949971
"2624","NEK4",0.568821790017491
"2625","INO80D",0.0983941038329103
"2626","EEF1B2",3.86338553659783
"2627","DGUOK",1.67296430339986
"2628","MOB1A",0.654049266769441
"2629","KANSL3",0.241150088055095
"2630","LMAN2L",1.19551833057267
"2631","RTKN",0.0813899051667457
"2632","TTL",1.78512153563592
"2635","PIKFYVE",0.38266247351209
"2636","FAHD2A",0.376805274719996
"2637","NCL",0.573508822072074
"2638","ACTR1B",0.348558691218512
"2639","SLC35F5",1.22918267899148
"2640","ACTR3",4.57176488648039
"2641","STEAP3",0.283278312472296
"2642","EPB41L5",0.801504684667867
"2643","SF3B6",2.67055594274021
"2644","TP53I3",0.394163843978174
"2645","STAM2",0.326516867318503
"2646","GPD2",1.38245419481769
"2647","ACVR1",0.0956107056860984
"2649","MPV17",0.246618112342386
"2650","GTF3C2",0.231643644914045
"2651","EIF2B4",1.00356439339727
"2652","NRBP1",0.937179297021633
"2654","SNX17",0.943425953433385
"2656","REEP6",0.259215553793986
"2658","RPS15",1.02818843247989
"2660","INO80B",0.567899093500093
"2661","MOGS",0.989299573049117
"2663","NDUFS7",3.11572496963966
"2666","AUP1",0.783287092753126
"2667","RTN4",0.621665105400838
"2668","HTRA2",1.48024018609673
"2670","DOK1",0.80769622445172
"2671","POLE4",8.63428569619159
"2672","CCDC88A",0.750891342058973
"2673","LANCL1",1.07018413803189
"2674","WDR75",1.63881799825061
"2676","FANCL",0.762308412982822
"2678","GLS",1.45661760154404
"2679","PAPOLG",0.336957679134338
"2680","UNC50",1.04263994723494
"2681","ELMOD3",0.256906984389538
"2682","CCT4",1.65992182351804
"2683","GGCX",0.841322935016864
"2685","TXNDC9",1.12315526516674
"2686","COQ10B",0.532251243191977
"2687","SF3B1",2.12839920930211
"2688","ST3GAL5",0.0847273368215874
"2689","CHST10",0.350744020581505
"2690","PDCL3",1.90711521584067
"2691","KDM3A",0.387232524412591
"2692","ZNF142",0.176143791499098
"2695","SLC9A2",0.205796341835133
"2696","FHL2",0.390182366445741
"2697","CNPPD1",0.938912190230297
"2698","UXS1",1.20170110572557
"2699","ABCB6",0.41448419037574
"2700","STK16",0.282791889083921
"2701","HDLBP",1.9936390080208
"2702","PPP1R7",3.08171267471081
"2703","PASK",0.777300305024949
"2704","STK25",0.872918509730909
"2705","ID2",0.113600390290833
"2706","TAF1B",0.789787062605454
"2707","HPCAL1",1.13782007236214
"2708","ODC1",4.43073726264083
"2709","BIRC6",1.04601917579124
"2710","NOL10",0.73795262504245
"2711","GORASP2",0.498417095132353
"2712","STRN",0.687345763032551
"2713","CEBPZ",1.20924835624982
"2714","PRKD3",0.292789478085876
"2715","DCAF17",1.558645131135
"2716","RAB3GAP1",1.03944492983273
"2717","SLC25A12",0.782558495182723
"2719","DARS1",3.71774935544855
"2720","SRSF7",0.632901666004164
"2722","PLCL1",0.654114713934612
"2723","SLC1A4",0.323455463772943
"2724","KYNU",1.87668901738122
"2725","WIPF1",0.0762706080413879
"2726","ORC2",0.856569787636417
"2727","COX7A2L",10.5033909598073
"2728","PNO1",1.34837438787802
"2729","ORC4",1.67544775639343
"2731","ATF2",0.365674490221555
"2732","THADA",0.54454831207289
"2733","PCYOX1",0.593985766603143
"2734","KISS1R",0.787107650542533
"2735","EPAS1",0.148648708496304
"2736","ARID3A",0.497841961503565
"2737","SUMO1",4.8108141128753
"2738","PLEKHA3",1.24612335073771
"2739","SPR",2.58981736417274
"2741","FARSB",0.345555096422222
"2742","ALMS1",0.482298343103961
"2744","DHCR24",0.775799133935912
"2746","CACYBP",8.91632874560258
"2748","CEP104",0.285081830219338
"2749","FAM20B",1.23311886639981
"2750","TMEM59",3.31302309787076
"2751","LRRC42",0.911401995811968
"2752","WRAP73",0.367443453421224
"2753","MRPL37",1.16481436534355
"2754","ICMT",0.320136262016097
"2755","QSOX1",1.00119577805735
"2756","STXBP3",1.71599293684152
"2757","PHF13",0.0914337823371362
"2759","PARK7",12.6654808325554
"2760","SRSF4",0.382546629977238
"2761","MECR",0.170701624648508
"2762","EDEM3",1.12512877021831
"2763","WDR77",1.27637302849411
"2764","ATP5PB",8.75277855146232
"2765","RAP1A",1.93633032128848
"2766","HDAC1",3.14050395948694
"2767","CAPZA1",3.7325475128098
"2768","S100PBP",0.381938105004115
"2769","RNF19B",0.272804145370231
"2772","ASH1L",0.219693558775547
"2773","SFPQ",0.414742898134049
"2775","GON4L",0.14963009608382
"2776","ARHGEF2",0.409177934406965
"2777","LAMTOR2",2.68495754862661
"2778","MEF2D",0.0487422282178222
"2779","SRM",0.199457564199896
"2781","FBXO6",0.517752229124826
"2782","MAD2L2",1.42468841311898
"2783","DNAJC6",0.547789230280334
"2785","KIAA2013",0.68204343946168
"2786","MFN2",1.9233701824043
"2788","MIIP",2.21052824137134
"2789","SMG7",0.178204286590739
"2790","SLC35D1",0.26588977577125
"2792","GADD45A",0.487636455991515
"2793","PRDM2",0.0775377385011046
"2794","RGS2",0.100243202439799
"2795","RO60",1.38954512240374
"2796","UCHL5",1.49398488963301
"2797","BCAS2",1.32406664618771
"2798","SRSF11",1.25115534411345
"2799","CTH",0.396520730978662
"2801","PLEKHM2",0.412586055337582
"2802","CRYZ",2.20419338247449
"2803","ZBTB17",0.377369317744043
"2804","TTF2",0.683179628604657
"2805","KIF21B",0.10293752888557
"2806","TMEM9",1.23001519729031
"2807","ADPRS",0.771492619768796
"2808","MAP7D1",0.716313377366481
"2809","MRPS15",0.990273040472222
"2810","EXOC8",0.501470461734083
"2811","GNPAT",1.33417862485328
"2812","TSNAX",1.8830736695153
"2813","C1orf109",0.228145844915636
"2814","RRAGC",0.242664201064522
"2815","LGALS8",1.3221726792622
"2816","MYCL",0.071154948438575
"2818","RLF",0.457278316444486
"2819","ZNF684",0.235560414241167
"2821","ETV3",0.108426385818634
"2822","SDHB",2.75644108061415
"2823","RPF1",1.01827328216629
"2826","CTBS",0.158437899842686
"2827","KLHL12",0.716586340318102
"2828","SSX2IP",1.29146809546011
"2829","ZNHIT6",0.424470944343316
"2830","RBBP5",0.834034322596001
"2833","GPR89A",0.334138752212696
"2835","RAB29",0.226350061289318
"2836","ECE1",0.219491862524217
"2837","HMGCL",0.378373672273329
"2839","PRPF3",1.01258699075257
"2840","APH1A",1.81079233048334
"2841","P3H1",0.955013962411643
"2842","EBNA1BP2",2.35715782523552
"2843","CDC20",0.651567196467584
"2845","ATP6V0B",3.54467762743821
"2846","B4GALT2",0.41618773935982
"2847","ERI3",1.27674677600305
"2848","PTCH2",81.5089405240755
"2850","PRDX1",10.8425592099512
"2852","BLZF1",0.668293601821193
"2853","NSUN4",0.557276815044637
"2854","TMED5",0.698068653828893
"2855","DR1",1.33215664519521
"2856","PRRC2C",0.410138398840981
"2858","ABCD3",2.4706047235808
"2859","VAMP4",0.192254801713692
"2860","DPH5",0.683099059991419
"2861","PTBP2",0.537052697410153
"2862","PRDX6",3.21904113386381
"2863","DARS2",0.86843314904503
"2864","UTP25",0.086453325195775
"2865","SYF2",1.15611739287684
"2866","RCOR3",0.425876917364749
"2867","STMN1",6.43449566737532
"2868","MTFR1L",1.0587211545946
"2869","RPS6KA1",0.776791236439832
"2870","DHDDS",0.886214106661714
"2871","NENF",3.17251314997026
"2872","NSL1",1.66635851573806
"2873","ARID1A",0.041685659947047
"2874","CENPF",0.598482310912709
"2875","RPA2",1.18118787898396
"2876","PPP1R8",1.56388465044046
"2877","STX12",0.935560905760409
"2879","ESYT2",1.11098296100478
"2880","POLR1G",1.08847478914204
"2881","RCN2",1.50661876608094
"2882","IFT46",1.13056698599349
"2883","KPTN",0.366332117252422
"2884","RPS25",2.43943387465194
"2885","KIF14",0.432704060652665
"2886","DDX59",0.319282314795587
"2887","CAMSAP2",0.343002576214119
"2888","FASTKD2",1.87881908397015
"2890","CREB1",0.777431808212523
"2893","SPCS2",1.81828356177989
"2894","USP35",0.31747217332784
"2895","CASP8AP2",0.277066177744551
"2896","HMGN3",3.55272325928033
"2897","CNR1",0.182390962012838
"2898","ANKRD13C",0.605522736344206
"2899","PHF3",0.447741830070221
"2900","PLAGL1",0.129579015955793
"2901","FBXO30",0.118371758594761
"2902","TNFAIP3",0.0743735466157691
"2903","RAB32",2.6310802894331
"2904","MYB",0.300541230153138
"2905","RNF146",0.439946263743857
"2907","FBXL5",0.65214627094863
"2908","MED28",0.964021823080232
"2910","RXYLT1",1.17264909631648
"2911","ZNF430",0.173965093207209
"2912","VAMP8",14.8115999593163
"2913","DCLRE1B",0.163461275865764
"2914","MYL12B",6.01016340878398
"2915","FOXO3",0.09981133209018
"2917","RPN2",2.82774818090705
"2918","PKD2",0.212779059283407
"2919","CCNI",0.338175582952628
"2920","EEF2KMT",0.295497717737154
"2922","UBN1",0.364018051629626
"2924","UCHL3",3.53826644551157
"2925","LDAH",0.898179370124066
"2926","WDR35",0.653090392652543
"2927","CCND2",0.595213519525763
"2928","ELL2",0.256462420793057
"2929","CYP20A1",1.05227318694076
"2930","NDUFB3",17.3653051372388
"2931","GTF3C3",0.91835708670114
"2932","SATB2",0.117834316691291
"2933","UBE2B",0.399486322871571
"2934","GDA",0.338163808667397
"2935","KLF9",0.116072127636177
"2936","ITGB1BP1",1.55581669767716
"2937","CPSF3",2.40495759695109
"2938","PIGZ",0.0160643334712299
"2939","SENP5",0.702389612640936
"2940","C1orf198",0.24619624227989
"2941","TRIM67",0.0749490885240396
"2942","RAD23B",1.71464306412814
"2943","FKBP15",0.199001030328428
"2944","CTNNAL1",1.74689629132202
"2945","ABITRAM",0.31001784102847
"2946","DYNC2I2",1.07769515530631
"2948","PTPA",2.19597961802574
"2949","GLE1",1.48734107336064
"2950","RAB14",0.21396517175317
"2951","CNTRL",0.427562325251174
"2952","TRIM32",0.302317691500436
"2953","FBXW2",0.34067826495222
"2954","PHF19",0.378975138331726
"2955","NEK6",0.466086834451125
"2956","PPP6C",0.548914514979022
"2957","NDUFA8",2.6871497444545
"2958","HDHD3",0.394359944586311
"2959","RBM18",0.473314809621578
"2960","HSDL2",1.67680490710267
"2961","MAPKAP1",1.7652095718811
"2963","GALNT12",0.805174291138027
"2964","DENND1A",0.414686055784106
"2965","ALG2",0.467158021136048
"2966","KDSR",0.323307552220313
"2968","C19orf25",0.272884170141433
"2969","ZBTB45",0.0415672612276155
"2970","YLPM1",0.254990141527349
"2971","DCAF4",0.484176800595624
"2972","FCF1",2.40424817234319
"2973","BBOF1",0.416646160360093
"2974","ACYP1",1.10544219943197
"2975","NPC2",4.56043439711258
"2977","IRF2BPL",0.11274000349385
"2979","AREL1",0.28928778992166
"2980","MLH3",0.24614894258788
"2981","ABCD4",0.32263644738308
"2982","DLST",0.361963455018741
"2984","ZC2HC1C",0.642184233629596
"2985","RBM25",0.898136584287272
"2986","ALDH6A1",0.239998428663344
"2987","GPR68",0.164950338296525
"2988","ESRRB",0.417369911298571
"2989","EIF2B2",0.395491906470402
"2990","NRDE2",0.334196857504274
"2991","COQ6",0.36011769115631
"2992","RHOQ",0.538427230090815
"2993","SUPT7L",0.389335752746803
"2996","TMEM214",0.215473223760913
"2997","ATL2",0.829776240541392
"2998","YPEL5",0.556814706307588
"2999","FAM98A",0.986678599028446
"3000","YIPF4",1.77698341208733
"3001","AFTPH",0.798830934704228
"3003","CNRIP1",0.192245521183742
"3004","CRIPT",0.992752614610856
"3005","EPCAM",3.72442927299605
"3006","SLC17A5",0.226466089811071
"3008","SLF2",0.387751000076804
"3009","IDE",0.884087986239933
"3011","GPAM",0.538023531829229
"3014","SMNDC1",0.108393027395275
"3015","C10orf88",0.348542419391977
"3016","TCTN3",0.370552885925114
"3017","DENND10",0.544794749996368
"3018","AVPI1",0.563899562952321
"3019","WDR11",1.12467351935022
"3021","KCNIP2",0.0383279705457498
"3022","GOT1",1.06089482326541
"3023","GNA13",0.20999014408204
"3024","KANSL1",0.164186693888501
"3025","DUSP1",0.0220199743320625
"3026","RCL1",0.649928748292024
"3027","MOB3B",0.13610916538749
"3029","NUP43",1.12038709126323
"3030","LRP11",0.284747160070831
"3031","CYSTM1",1.62866129461412
"3032","WDR55",0.511545991685811
"3033","ARAP3",0.0846983829178384
"3034","MRPS14",0.707542405829919
"3035","CENPL",0.387959271129309
"3036","GORAB",0.626819073492858
"3037","ACAT2",2.19490352308796
"3038","TCP1",5.74114418681414
"3039","SNX19",0.171962001379854
"3040","MSANTD2",0.148168144862962
"3041","PDZD11",1.47215772470611
"3042","SLC10A7",0.467201889805393
"3043","NUDCD1",1.73241585915626
"3044","ENY2",8.63069080269211
"3045","MASTL",0.260904635892222
"3046","SEPTIN7P9",0.0165054472909299
"3047","EPC1",0.0500821408334208
"3048","CCDC77",1.47122741693371
"3049","TAF12",0.639174341143093
"3050","MTRF1",0.811795146519185
"3053","PROSER1",0.0567195709779638
"3054","UFM1",1.19647542797031
"3055","WBP4",0.386133176833224
"3057","KBTBD7",0.186215787195324
"3058","ALG5",1.34100804597785
"3059","EXOSC8",4.02190928158045
"3060","ETF1",1.02146209070953
"3062","FAM53C",0.295020007792647
"3063","PAIP2",2.17572951610635
"3064","KDM3B",0.461207198973369
"3065","EGR1",0.000748596056807621
"3066","SERP1",0.556100679747327
"3067","PLS1",0.890811560602109
"3068","NR2C1",0.11908799967515
"3069","UTP20",0.951174067373199
"3070","TMPO",2.75604427038822
"3071","ARL1",3.09557024742846
"3073","MTERF2",0.439360168431687
"3075","NFYB",0.94334798184081
"3076","WASHC3",2.96543567250984
"3077","APAF1",0.675422199346958
"3080","TNFRSF10B",0.250752777132443
"3081","SORBS3",0.110082157248258
"3083","EPHX2",0.758514909907552
"3084","RNF170",0.246218156814139
"3085","UBIAD1",0.139907620717316
"3086","TNFRSF8",0.303753201709854
"3087","ZNF706",0.563918523484376
"3088","LYPLA1",2.2503106968144
"3089","RDH10",0.926870473253367
"3090","AKAP1",0.908830706641071
