"","hgnc_symbol","K562_Amit_PR"
"300","PIAS1",0.255151865950899
"301","SLC4A7",0.365182772150818
"302","APBA2",1.16555097537395
"303","MAP2K3",0.189109661766705
"304","ASTE1",0.25585185936354
"305","RNF19A",0.586458428253832
"306","GABARAPL2",1.7418356991596
"307","SH3YL1",0.0582250456401629
"308","FAM136A",0.704135574015813
"309","VCL",0.779791312502348
"310","DEPDC1B",0.587642451720981
"311","DAPK2",0.355023625366162
"312","RFC1",0.794781584733331
"313","TBC1D23",1.50556611227857
"314","ZZZ3",0.58233713034609
"315","USP2",0.0548065107425465
"318","NSUN2",0.801000251613954
"319","FBXO42",0.125596691117456
"320","MRI1",0.31826146891329
"321","AGA",1.67464678867073
"322","BOD1L1",0.361414426503717
"323","MAT2B",1.73970679925974
"325","MSR1",0.0577487043501425
"326","MTREX",4.70628785520743
"327","ZFYVE16",1.89091576546002
"328","RIPOR1",0.164263814067303
"329","RAI14",1.11239737749455
"330","PHLPP2",0.133315340391177
"331","SPDL1",1.31123239717123
"332","SLC66A1",0.337497791405855
"333","CTNS",0.21022789083235
"334","PHF23",0.210672585219208
"335","INPP4A",0.349231018558502
"336","PSMA4",17.3756741749197
"337","MYO16",0.318121858757282
"338","LSG1",0.862972531472675
"339","PARP3",0.258432880699605
"341","RIPOR3",0.195572993577002
"342","TDP1",0.87632012270061
"343","AIFM2",0.199953608190528
"345","RETSAT",0.20244913907434
"346","CAPG",2.1939692958647
"348","JADE2",0.376978693024921
"350","LCP2",0.107021195269781
"351","TRIT1",0.654016952662062
"352","CUL7",0.137141735641941
"353","PHKA2",0.200987629869068
"355","HSPA5",0.128222973629769
"356","DSG2",0.511995653423205
"357","GEMIN8",0.47681194191033
"358","OFD1",0.692897939734266
"359","MAGEC2",2.78564393173806
"360","WDR37",0.473043108845333
"361","YTHDC2",1.18882271373386
"362","CTPS2",0.66788142229629
"363","ATP6V1H",1.36287677457554
"364","POLR2B",2.46720156623855
"365","FAM214A",0.190379422239723
"366","TPR",0.963417046843212
"367","KATNIP",0.582642075346911
"368","DTNBP1",0.240331569346966
"370","C12orf4",0.589327686559352
"373","TSPAN17",2.04634721893522
"374","NOP16",0.580114461140776
"376","RRM2B",1.21333837493109
"377","ZNF800",0.20854795200124
"378","MRPS10",0.944318701617826
"379","VPS13D",0.394483179920489
"380","FAM120A",0.277452305296388
"381","R3HDM1",0.386926068429741
"383","H6PD",0.118507635020083
"385","PER3",0.467806898108621
"386","RFC2",2.20525316023569
"387","CLPTM1L",1.31733122931308
"388","NEDD4L",0.420084515006794
"389","HEXB",3.28111506904758
"390","PTCD2",0.628242787896851
"391","JKAMP",1.17015440436484
"393","NFE2L3",1.13466856167588
"394","MCUR1",0.756609632972934
"395","LETMD1",0.892991676736491
"396","PTGER3",0.206024926493337
"397","MAPK9",0.448832897351328
"398","BCAR1",0.127475637358217
"399","FHIP1B",0.231116620955122
"401","HOMER3",0.0738041558178448
"402","RAD51",0.916646400904192
"403","POLQ",0.290435037382875
"404","PIK3CB",0.115326272680586
"405","CYBA",3.69800691945689
"406","THOC3",0.663385430795727
"407","HEBP2",3.23169729432823
"408","MPHOSPH9",0.455608582803227
"409","PLEKHA5",0.557770530501833
"411","SIKE1",1.02133894400504
"412","FNIP2",0.357872652352722
"413","MSMO1",0.522835724160112
"414","ALX4",0.125099410546922
"415","AKR7A2",0.929090613169717
"416","MRTO4",1.37371170872269
"417","USE1",0.395187523299969
"419","AP5M1",1.21830989304255
"420","ANAPC4",1.26220634505219
"421","TRAPPC3",2.24714693995106
"422","THRAP3",0.767188348108043
"425","KIF1B",0.283230483946914
"427","TBC1D22A",1.01134060007359
"431","FAM168A",0.213657409481757
"432","RELT",0.342539980215635
"433","NOP58",1.57138565313588
"434","SZRD1",0.531898429796445
"435","KCNH2",1.18004422901874
"436","CUL1",0.805026396818114
"437","FAM114A2",1.57266513255704
"438","GINM1",0.590621143275721
"439","EIF2AK2",0.206535528683993
"440","USP36",0.0984718970576111
"441","KMT2C",0.422853145076996
"442","PUM2",0.495963391215823
"443","HPF1",1.7066197297041
"444","ZFR",0.53784407273065
"445","ZNF280C",0.109834531270909
"447","IL17RB",0.218914504130412
"448","TRAF3IP2",0.13321538001436
"449","GYG2",0.531883905109339
"450","DCBLD2",0.137520103490255
"451","SOAT1",1.82335135516225
"453","MSH4",0.0825676849961733
"454","GDI2",3.29055592861634
"456","ATG5",1.23345147459904
"457","PITHD1",1.46321793687836
"458","MTA3",1.62770813031024
"460","ATP11B",1.09337927683036
"461","SEC61A1",0.695906826000617
"462","POLR3E",0.668989358367151
"463","ATP2B4",0.260958902414405
"464","RIOK2",0.538819287520733
"465","YIPF1",0.446626060958961
"466","NDC1",0.797380465246934
"467","FLYWCH1",0.555908422541433
"470","PARP12",0.273221378461458
"471","ALDH18A1",1.0231124960363
"472","TARBP1",0.739635014745439
"473","GATB",0.882874467160997
"474","SLC2A3",0.192361893081644
"476","CTDP1",0.531587469321524
"477","YBX3",1.41512425115268
"478","WNK1",0.169185974226259
"479","CCAR1",0.662436882989386
"480","OGFR",0.646988283733719
"481","PIGV",0.0902241087938673
"482","QSER1",0.211345139661498
"483","MPC1",2.46059280982132
"484","ACAA1",0.358536354523755
"485","BCAT1",3.33059115018762
"487","SPAG4",0.245111885648447
"488","NCKAP1",0.84329650879243
"489","MRPS35",2.9142099259398
"490","SFSWAP",0.685396394929889
"491","TNK2",0.11722759133789
"492","MON2",0.89747777897472
"493","GPBP1",1.45541822971872
"494","LTK",0.250978989842926
"495","WAPL",0.54606133663527
"496","VMP1",3.05957704645237
"497","APPBP2",0.772834098470042
"498","EIF4B",4.02268805851407
"501","RPL18",5.031709442424
"503","ISOC2",2.06688179198879
"504","U2AF2",1.1657607699997
"505","MED29",0.196316292975141
"506","MTMR1",0.755812857373462
"508","ADCK1",0.487500210155977
"509","HAGH",0.512080572744596
"510","CASP8",1.28768339309581
"511","INTS13",1.18086165675113
"512","TM7SF3",1.48063765177124
"514","TSPAN32",0.119961232345397
"516","TAF2",0.573472088329822
"517","HIPK2",0.0529066949079106
"518","TNPO3",0.971069923375099
"519","RFXANK",2.86927682262867
"520","TMEM161A",0.400324852172686
"521","CTSA",0.716434925194594
"522","SUGP2",0.418785449721387
"524","CNN2",0.677013335086673
"527","BTBD1",0.756993970003356
"528","SBNO2",0.210302394310138
"529","PMS1",1.52055605526204
"530","HMG20B",0.920983736706498
"531","TAF11",1.22634841955322
"532","AP3D1",0.378149153736857
"533","ZNF76",0.101662169292991
"534","SLC9A3R2",0.925371359616078
"535","NTHL1",3.2997340045315
"536","UHRF1BP1",0.203372184792426
"537","IPO5",2.33598127090902
"538","OAT",4.43672044119905
"539","WDR3",1.77044111564086
"541","TRAM2",0.148247766335453
"543","MCM10",1.20501272881008
"544","DGKA",0.221949094981717
"545","KARS1",1.79549856825402
"546","ADAT1",0.167339416017464
"547","TBC1D22B",0.181208039459514
"548","NDUFB4",2.32964294065321
"549","SPEN",0.171731987892145
"550","ZC3H15",2.27690549301977
"551","PACC1",0.459984036078777
"552","SLK",1.2618796277451
"553","CYB5R4",0.964397580660182
"555","SEC61A2",0.213858267432627
"556","PRKCQ",0.438024836511654
"557","TLE2",0.181153540923926
"558","ASB1",0.773610792315833
"559","ME1",0.304966486262318
"560","CDK13",0.902710307725145
"561","MTHFD2",2.28924998160124
"562","FOXJ2",0.111532630469889
"563","YBX1",3.08690147147234
"564","PDE4A",0.072424458117814
"565","PPP2R5A",1.04170754394239
"566","ELAVL1",0.488382572020496
"567","DIP2B",0.453018453724369
"569","KDM4A",0.389344572883308
"570","NFYC",0.707033291740018
"572","CD84",0.272686774795847
"573","ELOVL1",0.765712052648422
"574","SPI1",0.166247522838076
"575","POLR1H",3.79773991792054
"576","ZBTB11",0.332479513028957
"577","ATXN3",0.728955620417789
"578","GOLGA5",0.955770905111087
"579","LRRC40",1.1459006470008
"580","ISOC1",2.48209861668766
"581","TRMT11",1.60565046495574
"583","ATG2B",0.137494684156904
"584","ARFGEF1",0.468279926356485
"585","ZFAT",0.234116625039117
"586","MTFR1",1.04538620261051
"587","FECH",0.6769970473334
"588","IDI1",1.25045338627549
"589","KLF6",0.0262215171896285
"590","NEO1",0.522393313998853
"591","TRAM1",1.1285015364242
"592","PHKA1",0.735103289430236
"593","TNFRSF1A",0.17830370833631
"594","CACNB1",0.156696068277469
"595","STOML1",0.658420645944267
"596","PKM",4.18059209808825
"597","DHX29",1.04794230557583
"598","DNTTIP2",0.56220586436317
"599","METTL22",0.239868130023309
"600","TP53BP1",0.687311244186112
"601","RRP15",1.57566544119624
"602","RHOA",2.48290868116138
"603","DHX8",1.79870543196094
"604","PMS2P4",0.405974528057967
"606","IARS2",3.01284423222126
"607","IDH3G",0.390052187526822
"608","ROGDI",0.62028629292618
"609","ROCK1",0.743615370377358
"610","CBFB",2.56719006849731
"611","HDAC4",0.21356057246825
"612","RASSF1",0.220211018097756
"613","FGFR3",0.379687283671769
"614","IFI35",1.44402590541435
"616","PLEKHH3",0.149193011469405
"617","MEF2A",0.677053917931239
"618","OTUD5",0.360924568644333
"619","TFE3",0.156383364703074
"620","INPP5A",1.46383044254148
"621","GPKOW",0.566258340412745
"622","GRIPAP1",0.480590291702433
"623","FTSJ1",1.30896197376133
"626","LAPTM4A",0.520988530616364
"627","IP6K2",0.219453518678011
"628","SRBD1",0.686863922438838
"629","RASGRP2",0.318557856700436
"630","PSME4",0.373997066006173
"631","IFT80",1.31668741706478
"632","SIRT2",0.718842252455581
"633","ERLEC1",1.19244282159504
"636","PITX1",0.359139398797506
"637","NUP133",0.859507942301578
"639","VPS35",3.23667323975747
"640","DNAJA2",1.34135513858831
"642","KCNAB2",0.221152447498514
"643","GAL",0.803181726060586
"644","FUNDC1",0.952891188433423
"647","TGFBR3",0.311739703532092
"648","ATP1B3",1.40960748733061
"649","NEDD4",0.114393993593123
"650","PIGB",0.428566216857251
"651","MAPK6",0.897271073409296
"653","HDHD5",0.973622786891999
"654","UFD1",1.48232350328313
"655","LRP6",0.387880401308618
"656","PHRF1",0.230225021982135
"657","ELP1",1.5676464607061
"659","SPTB",0.765719965675792
"662","EXOC5",1.21091654178518
"663","FSTL3",0.188820334581048
"664","DGCR2",0.411351697755329
"665","RNF126",0.240512249363188
"667","ZXDC",0.153118353568447
"668","JMJD6",0.323490599378344
"669","POLB",1.81844948636648
"670","ST6GALNAC1",0.354257335130347
"671","WIPI1",0.236616289110267
"672","GBA2",0.474495883915766
"673","NDST1",0.433845314529974
"674","ASNS",0.705726279331745
"675","AP3M2",0.353106096388805
"677","PABPC1",0.451869970533528
"678","TESK2",0.361055513911887
"680","CSNK2A2",0.176227723894672
"682","EIF2B3",2.0944392273646
"683","TCOF1",0.654122519699949
"684","RAD18",0.835730866358769
"685","ATP2B1",0.597489711354748
"686","NCK2",1.27557114586344
"687","MAP4K4",1.83384963988631
"688","RPL31",13.4305699903112
"689","SNX13",0.528164012046126
"691","ING3",0.873078916076356
"692","BUD23",2.90594844850415
"693","SEL1L",0.922874028419785
"695","ATP6AP1",1.2610121910585
"696","TCF3",0.684280536083414
"697","TRIB2",0.473119738613979
"698","DAZAP1",1.67334305525745
"699","MBD3",0.909566486290225
"700","HLTF",1.16563675854641
"701","FAM50A",3.08740197793236
"702","FAM3A",0.493722173510635
"703","CPSF1",0.38813046278451
"704","MYO3B",0.436349626513897
"705","CYBRD1",0.47905343905142
"706","PDCD2",0.455554856174206
"708","PRKACA",0.0985451140444607
"709","ADGRL1",0.0839944039263129
"711","PTPN18",0.264908836791657
"712","ASIC4",0.678594431363395
"713","LNX1",0.256102277198373
"715","TFRC",0.935057382846195
"717","AFF4",0.153592606430682
"718","UBE2D1",0.525879375426103
"719","PALS1",0.536718407040764
"721","SMC1A",1.02787801594894
"722","MARK2",0.201086098003454
"723","HMMR",3.47622325458984
"724","P4HA2",1.38089415951706
"726","TRNT1",0.460535247058644
"729","FBXW11",0.634486271190895
"731","DERL2",0.664080083632527
"732","TMEM38A",0.0884513907727636
"733","AP1M1",0.776120557953987
"734","SCARB1",0.204175433897933
"737","SELENOO",0.193848897955559
"738","LLGL2",0.665156019972147
"740","NLE1",0.414555917265704
"741","SDHA",1.70919182983819
"742","SMARCE1",1.16998684282843
"743","GSDMB",0.0623985797384073
"744","KDM5A",0.620511607545285
"747","IGF2BP2",0.174017046581291
"749","ST6GAL1",0.402411086563545
"750","PICALM",1.35628176032987
"751","CLASP1",0.464054328739551
"752","CLNS1A",2.0061740260889
"753","TEAD2",0.294696196214552
"754","EED",1.06169088779032
"757","ATP2A3",0.17450362282354
"761","SLC24A1",0.215796084632887
"762","SCARF1",0.0133331618309917
"763","LMAN1",1.1963751440695
"764","HACD3",1.72564829161361
"765","ENO1",3.30959629799332
"767","TUBE1",0.599701004732936
"769","TXK",0.0339452148635312
"770","WSCD2",0.489892331870938
"771","ACTR6",2.19277049889387
"772","SRI",5.22575685449616
"773","NUP37",2.88897399993321
"775","GTSE1",0.181103609382916
"777","TTC38",0.358427293307259
"778","ACAT1",2.34877002424117
"779","GRAMD4",0.461452588248386
"780","SLC25A40",0.418657588604446
"781","TIMM21",1.14227162938834
"782","ADD2",0.584368373442582
"783","MARK3",1.1595406701974
"784","SLC25A3",4.09745107679526
"785","FNDC3B",0.343473034157375
"786","FOSL2",0.260308567174765
"787","FRYL",0.612148122929604
"788","TMEM131",0.351936266477359
"789","FSCN1",1.20438122398098
"790","ACTB",0.275402098902435
"791","MOCOS",0.880337872679256
"792","PLD1",0.690245515325892
"793","WDR62",0.266183595143384
"794","DLG1",0.903379004195475
"795","RAB7A",0.445175700451129
"796","SEC31B",0.0615736423840424
"797","SART3",0.681602521304671
"798","KIFAP3",1.25665749675389
"799","MKRN2",0.915214615815319
"800","MCM6",0.814736902328854
"801","REXO2",4.00778357333273
"802","RBM7",0.611868324383273
"805","PTPN23",0.206512423944458
"806","MLH1",2.22401273591945
"807","UNG",1.34753189073142
"808","SLC46A1",0.044761266099254
"809","ANKRD13A",1.42772925989008
"812","GPATCH1",0.305759869248289
"813","MCAM",0.561132375688267
"815","RAP1GAP",0.146754256511615
"816","XAB2",0.230172227022146
"817","ARHGEF1",0.786512217609919
"821","TOP2B",1.59372632190429
"822","TM9SF3",1.45135923623164
"824","UBE2T",1.1345176050203
"825","GTF3C1",0.319590243718384
"826","IL4R",0.539572507259213
"827","USP33",1.38733449375096
"830","EXOSC5",0.770637335665682
"831","DYNC1I2",2.0181043763336
"832","LRCH4",0.184915663168927
"833","FAM76B",0.756177397853751
"834","SIRT6",0.260883472866149
"835","CAPZB",0.841738674052487
"836","JADE1",0.395902488678685
"837","SLC25A43",0.280722961292594
"838","UBE2A",0.386871326073837
"840","ARAF",0.321210392310524
"841","MCCC1",1.85422860304044
"842","ACER3",0.919182129111973
"843","UBE2K",1.35514486528626
"844","PIK3C3",2.0401679579916
"845","N4BP2",0.742138527917725
"847","SYNJ2",0.617135559218939
"848","PPP2R5C",1.28768514341706
"849","PMS2P1",0.569731657302491
"850","GNB1",0.782120209132227
"852","MLLT10",0.827961100407058
"853","ZCWPW1",0.167508221146659
"855","NRDC",1.19162497296408
"856","VDAC3",7.66740867785805
"858","TNRC6C",0.0799587223650428
"859","CBFA2T2",0.155203526942866
"860","ITCH",0.34644680318151
"861","PKD2L2",0.0785141697050779
"863","SDF4",2.3595833881256
"864","TOLLIP",0.380189355795212
"865","UBE2D4",0.41640901580378
"866","THOC1",0.728026503023723
"867","FKBP7",0.626280959850039
"868","OSBPL6",0.457212391101674
"870","XRCC5",2.13281904046097
"873","REXO1",0.061232711032222
"874","SAR1A",1.64069578784386
"875","DUSP13",0.249673395742348
"876","CIC",0.0710697845106504
"878","PAFAH1B3",2.25784243036316
"879","KIF22",0.872674310209739
"882","DDX1",2.37330391476947
"883","DNM2",1.47018273155455
"884","EPB41L2",1.34252608155563
"885","STX7",1.31741628217048
"886","KEAP1",0.95601145167788
"887","PTPRH",0.156452110456296
"888","SLC35C2",0.180666103001687
"889","RIF1",0.729412566211564
"890","RAB21",1.14856773617821
"891","SMARCA2",1.37274430782644
"892","SESN1",0.673811185047958
"893","PUM3",0.819565531145641
"894","CNOT4",0.223030872833584
"895","CPOX",1.10154704919146
"896","CLDND1",0.68230453901134
"898","HSP90AA1",1.74227309573759
"899","DLGAP4",0.0794717964291619
"900","CROCCP3",0.0322454270392327
"901","NDC80",1.4620718851165
"903","CXCL2",0.0140629555440117
"906","OSTM1",1.79743556139689
"907","PCNP",2.62648617601642
"908","EXD2",0.784642539809695
"910","MEF2C",0.893061218758645
"911","PTPRC",1.25257135685502
"912","UBA5",2.45917991909303
"913","STK17B",0.254774000702204
"914","CDC14B",0.526621336918686
"915","ZNF510",0.1050184892666
"916","JMJD4",0.410705078478629
"917","DUSP12",0.827404351704343
"919","DELE1",0.528892768480352
"920","HSPB11",1.22557932665973
"921","PHLPP1",0.226680502999038
"924","WDR70",3.13342911408991
"925","STRADB",1.36011992709146
"927","C1QTNF3",0.121860849064553
"928","ME2",1.31905323265212
"929","C5orf22",0.484153206934638
"930","CCNT2",0.352636795027056
"931","FAM135A",0.684300804738394
"933","TRAF5",0.381703648304319
"934","MRPL22",5.984557861447
"935","GEMIN5",0.466987504476382
"936","NFE2L1",1.21527945970021
"937","GSK3B",0.470523245672391
"938","ERC1",0.43619221324268
"940","RNF13",1.13353200780846
"941","PALB2",0.202881075214739
"942","DOP1A",0.732297954446859
"944","BCKDHB",1.03961782044003
"945","KAT6A",0.185192519957163
"946","TUT7",0.670404831943517
"947","TNPO1",1.96548481009368
"948","PLOD1",0.548186948130896
"949","P2RX5",0.187898036018162
"950","ITGAE",0.483525195793765
"951","DIS3",0.765993325611746
"952","PIBF1",2.15927060099597
"953","TDRD3",1.13927074319281
"954","PDS5B",0.6637807070265
"955","OXCT1",2.89002324267924
"957","CYLD",0.881399791128609
"958","ZNF671",0.0916959132731511
"959","ZNF416",0.0707596780792392
"960","ZNF264",0.40020211703626
"961","RPS5",6.41464264427356
"962","FAT1",0.933324401098568
"964","CHMP2B",2.40986410912476
"965","ZMPSTE24",1.70605297619045
"967","NOA1",0.332502698739185
"968","REST",0.348725531610303
"969","SSH1",0.0739114471215594
"970","GSTP1",12.0989461726351
"971","APLP2",6.72250765817491
"974","WBP11",0.526524793551912
"975","EIF3I",4.60594437316708
"976","TXLNA",0.427719079053463
"977","NCOA1",0.510413685236945
"978","AGBL5",0.320572835876833
"979","KIF3C",0.176627121402139
"980","RAB10",2.6601126825541
"981","HADHA",2.04242537505174
"982","MAPRE3",0.17352910404614
"983","CAD",0.285851496658671
"984","BCORL1",0.0404133423639722
"985","ATRX",0.52686318374646
"986","MYNN",0.404423379453897
"987","SCAMP1",1.339424691496
"988","HACE1",0.583074601277599
"989","SEH1L",1.80660819861667
"990","WDFY1",1.00658924136622
"991","SLC25A24",0.94916965723036
"992","MAP3K4",0.718075773698987
"993","ZNF213",0.127031169275659
"996","CTTN",1.26418048666552
"997","MTIF2",1.74956600342243
"999","EPS15",0.613475157817882
"1000","ORC1",0.292499788084456
"1001","MGST2",2.03520946373278
"1003","ATG16L1",0.600267977650473
"1004","USP40",0.612054663076107
"1005","POMGNT1",0.667361468085807
"1006","RAD54L",0.215498392758631
"1008","DNAJA1",3.64379308845528
"1009","B4GALT1",0.168748727940924
"1010","CHMP5",2.36230144382
"1011","NFX1",0.291057524718296
"1012","DIMT1",0.805532548832523
"1013","EIF2AK1",0.660458879055082
"1014","SNX10",1.00205546454781
"1015","SEPHS1",0.636743510877728
"1016","ITPKC",0.250388317834676
"1017","RBM22",0.227430799223189
"1018","TMED2",2.36972324434256
"1019","ERO1B",0.234343228345987
"1020","ZFAND6",1.88985431738768
"1021","HUWE1",0.460120402357157
"1022","ACOX3",0.229048622644956
"1023","PPP1R15A",0.14975550103653
"1024","TRIP6",1.76683734216933
"1026","SRRT",0.875425988286558
"1028","NLK",0.538188780537609
"1030","PGS1",0.647505097741976
"1031","PSMC5",0.657744976094776
"1032","UIMC1",0.608461019393081
"1033","OGFOD1",0.959414132057692
"1034","SH3BP2",0.0916242929540189
